frame_id,scene,split,round,cond,cam_d,cam_h,cam_yaw,cam_pitch,cam_hfov,cam_y,preset,preset_h,preset_d,occluder_class,occluder_detail,cue_edge_line_contrast,cue_texture_change_across_edge,cue_shadow_line,cue_far_side_visible_depth,cue_nosing_strip,cue_tactile_paving,cue_railing_or_guard,cue_curb_or_upstand,cue_vegetation_edge,cue_water_surface,cue_signage_or_marking,cue_specular_change,cue_geometry_silhouette,m_edge_line_contrast,m_texture_change_across_edge,m_shadow_line,m_far_side_visible_depth,m_nosing_strip,m_tactile_paving,m_railing_or_guard,m_curb_or_upstand,m_vegetation_edge,m_water_surface,m_signage_or_marking,m_specular_change,m_geometry_silhouette,cue_count,cue_count_loadbearing,cue_count_strong,fam_direct_depth,fam_edge_surface,fam_installed,fam_context_veg,cls,cue_list,n_pos_cells,gt_bands,scene_level_fallback
on/scene14/L7__s20260819__0006.png,scene14,test,260819_main_on,L7,6.563,0.964,-0.17,-10.03,61.79,0.385,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260819__0007.png,scene14,test,260819_main_on,L7,4.966,0.724,0.3,-8.82,62.63,-0.463,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260820__0000.png::boost_e,scene14,test,260820_boost_e_on,L7,8.923,1.441,3.31,-8.13,58.98,0.179,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L7__s20260820__0000.png::boost_h,scene14,test,260820_boost_h_on,L7,8.923,0.508,3.31,-8.13,58.98,0.179,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L7__s20260820__0001.png::boost_e,scene14,test,260820_boost_e_on,L7,11.205,1.717,-4.05,-10.38,61.27,0.081,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L7__s20260820__0001.png::boost_h,scene14,test,260820_boost_h_on,L7,11.205,0.804,-4.05,-10.38,61.27,0.081,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L7__s20260820__0003.png::boost_e,scene14,test,260820_boost_e_on,L7,10.095,1.885,-9.04,-7.24,60.58,-0.105,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L7__s20260820__0003.png::boost_h,scene14,test,260820_boost_h_on,L7,10.095,0.984,-9.04,-7.24,60.58,-0.105,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L7__s20260820__0004.png::boost_e,scene14,test,260820_boost_e_on,L7,6.738,1.57,-3.76,-16.07,60.21,-0.126,h1.8_d5,1.8,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260820__0004.png::boost_h,scene14,test,260820_boost_h_on,L7,6.738,0.646,-3.76,-16.07,60.21,-0.126,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260820__0005.png::boost_e,scene14,test,260820_boost_e_on,L7,8.16,1.631,9.69,-12.4,62.4,-0.601,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L7__s20260820__0005.png::boost_h,scene14,test,260820_boost_h_on,L7,8.16,0.712,9.69,-12.4,62.4,-0.601,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L7__s20260820__0006.png::boost_e,scene14,test,260820_boost_e_on,L7,8.239,1.225,9.65,-16.52,62.41,-0.003,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L7__s20260820__0006.png::boost_h,scene14,test,260820_boost_h_on,L7,8.239,0.277,9.65,-16.52,62.41,-0.003,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L7__s20260820__0007.png::boost_e,scene14,test,260820_boost_e_on,L7,10.461,1.275,5.48,-6.12,60.09,-0.342,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L7__s20260820__0007.png::boost_h,scene14,test,260820_boost_h_on,L7,10.461,0.33,5.48,-6.12,60.09,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene15/L0__s20260819__0000.png,scene15,test,260819_main_on,L0,9.903,0.423,-4.21,-6.63,61.86,0.137,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L0__s20260820__0000.png::boost_e,scene15,test,260820_boost_e_on,L0,10.991,0.391,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L0__s20260820__0000.png::boost_h,scene15,test,260820_boost_h_on,L0,10.991,0.361,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L0__s20260820__0001.png::boost_h,scene15,test,260820_boost_h_on,L0,9.901,0.81,-11.83,-6.81,63.91,-0.034,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L0__s20260820__0003.png::boost_e,scene15,test,260820_boost_e_on,L0,7.515,0.473,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L0__s20260820__0003.png::boost_h,scene15,test,260820_boost_h_on,L0,7.515,0.426,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L0__s20260820__0004.png::boost_e,scene15,test,260820_boost_e_on,L0,9.958,0.822,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L0__s20260820__0004.png::boost_h,scene15,test,260820_boost_h_on,L0,9.958,0.702,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L0__s20260820__0005.png::boost_e,scene15,test,260820_boost_e_on,L0,9.837,0.35,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L0__s20260820__0005.png::boost_h,scene15,test,260820_boost_h_on,L0,9.837,0.329,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L0__s20260820__0006.png::boost_e,scene15,test,260820_boost_e_on,L0,6.952,0.47,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L0__s20260820__0006.png::boost_h,scene15,test,260820_boost_h_on,L0,6.952,0.424,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L4__s20260819__0000.png,scene15,test,260819_main_on,L4,9.903,0.423,-4.21,-6.63,61.86,0.137,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L4__s20260820__0000.png::boost_e,scene15,test,260820_boost_e_on,L4,10.991,0.391,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L4__s20260820__0000.png::boost_h,scene15,test,260820_boost_h_on,L4,10.991,0.361,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L4__s20260820__0001.png::boost_h,scene15,test,260820_boost_h_on,L4,9.901,0.81,-11.83,-6.81,63.91,-0.034,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L4__s20260820__0003.png::boost_e,scene15,test,260820_boost_e_on,L4,7.515,0.473,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L4__s20260820__0003.png::boost_h,scene15,test,260820_boost_h_on,L4,7.515,0.426,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L4__s20260820__0004.png::boost_e,scene15,test,260820_boost_e_on,L4,9.958,0.822,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L4__s20260820__0004.png::boost_h,scene15,test,260820_boost_h_on,L4,9.958,0.702,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L4__s20260820__0005.png::boost_e,scene15,test,260820_boost_e_on,L4,9.837,0.35,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L4__s20260820__0005.png::boost_h,scene15,test,260820_boost_h_on,L4,9.837,0.329,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L4__s20260820__0006.png::boost_e,scene15,test,260820_boost_e_on,L4,6.952,0.47,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L4__s20260820__0006.png::boost_h,scene15,test,260820_boost_h_on,L4,6.952,0.424,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,1,1,0,0,0,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,3,2,2,0,1,cued-H,edge_line_contrast|shadow_line|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L7__s20260819__0000.png,scene15,test,260819_main_on,L7,9.903,0.423,-4.21,-6.63,61.86,0.137,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L7__s20260820__0000.png::boost_e,scene15,test,260820_boost_e_on,L7,10.991,0.391,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L7__s20260820__0000.png::boost_h,scene15,test,260820_boost_h_on,L7,10.991,0.361,-17.79,-13.64,62.76,-0.079,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L7__s20260820__0001.png::boost_h,scene15,test,260820_boost_h_on,L7,9.901,0.81,-11.83,-6.81,63.91,-0.034,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,4,2,3,2,1,0,1,cued-H,edge_line_contrast|far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L7__s20260820__0003.png::boost_e,scene15,test,260820_boost_e_on,L7,7.515,0.473,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L7__s20260820__0003.png::boost_h,scene15,test,260820_boost_h_on,L7,7.515,0.426,-4.96,-11.09,63.18,0.054,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L7__s20260820__0004.png::boost_e,scene15,test,260820_boost_e_on,L7,9.958,0.822,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,4,2,3,2,1,0,1,cued-H,edge_line_contrast|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L7__s20260820__0004.png::boost_h,scene15,test,260820_boost_h_on,L7,9.958,0.702,-3.49,-12.69,58.12,-0.331,h0.9_d10,0.9,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,4,2,3,2,1,0,1,cued-H,edge_line_contrast|far_side_visible_depth|vegetation_edge|geometry_silhouette,2,3b,0
on/scene15/L7__s20260820__0005.png::boost_e,scene15,test,260820_boost_e_on,L7,9.837,0.35,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L7__s20260820__0005.png::boost_h,scene15,test,260820_boost_h_on,L7,9.837,0.329,-7.34,-5.41,62.33,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,0,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,3,2,2,2,0,0,1,cued-H,far_side_visible_depth|vegetation_edge|geometry_silhouette,1,3b,0
on/scene15/L7__s20260820__0006.png::boost_e,scene15,test,260820_boost_e_on,L7,6.952,0.47,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,4,2,3,2,1,0,1,cued-H,edge_line_contrast|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
on/scene15/L7__s20260820__0006.png::boost_h,scene15,test,260820_boost_h_on,L7,6.952,0.424,6.81,-5.18,59.52,-0.049,h0.3_d5,0.3,5.0,self_occlusion_crest+side_walls,upper alley floor end + flanking house walls; 2.21 m behind the 25 deg bend has no cue by design,1,0,0,1,0,0,0,0,1,0,0,0,1,M2,M2,M2+cond,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,4,2,3,2,1,0,1,cued-H,edge_line_contrast|far_side_visible_depth|vegetation_edge|geometry_silhouette,4,3a+3b,0
